"File","Line","Literal","Category"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\components\profile\ProgressBar.tsx","21","<span className=""text-gray-400 font-normal"">({percentage}%)</span>","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\components\profile\ProgressBar.tsx","21","<span className=""text-gray-400 font-normal"">({percentage}%)</span>","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\components\profile\ProgressBar.tsx","28","ease: ""easeOut""","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\components\replay\AccuracyBadge.tsx","24","accuracy !== null ? `${accuracy.toFixed(1)}%` : ""â€”""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\components\replay\MoveQualityPill.tsx","48","<span className=""inline-flex items-center rounded-full border border-violet-400/50 px-1.5 py-0.5 text-[10px] font-semibold uppercase tracking-wide text-violet-600 dark:text-violet-300"">
          AI
        </span>","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\components\replay\ReplayBoard.tsx","72","borderRadius: ""8px""","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\components\replay\ReplayBoard.tsx","73","boxShadow: ""0 8px 32px rgba(0,0,0,0.15)""","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\components\replay\ReplayHeader.tsx","33","<div className=""text-sm text-gray-500"">
          {game.date} â€¢ {game.timeControl} â€¢{"" ""}
          <span className={`font-semibold ${resultColor}`}>{game.result}</span>
        </div>","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\components\replay\ReplayHeader.tsx","33","<div className=""text-sm text-gray-500"">
          {game.date} â€¢ {game.timeControl} â€¢{"" ""}
          <span className={`font-semibold ${resultColor}`}>{game.result}</span>
        </div>","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\components\replay\ReplayHeader.tsx","54","<span className=""hidden sm:inline"">PGN</span>","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\components\replay\ReplayMoveList.tsx","95","<div className=""px-3 py-2"">#</div>","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\components\replay\ReplayMoveList.tsx","112","rowClassName=""rounded-sm py-0.5 hover:bg-gray-50 dark:hover:bg-gray-800/30 transition-colors""","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\components\replay\ReplayMoveList.tsx","113","moveNumberClassName=""w-10 px-3 py-2 text-sm""","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\components\replay\ReplayMoveList.tsx","114","moveCellClassName=""rounded-md px-3 py-2 text-sm""","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\components\replay\ReplayMoveList.tsx","115","activeMoveClassName=""bg-brand-500/20 text-brand-700 dark:text-brand-300""","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\components\replay\ReplayMoveList.tsx","116","inactiveMoveClassName=""text-gray-800 dark:text-gray-200""","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\components\replay\explanation\ExplanationHeader.tsx","38","<span className=""inline-flex items-center rounded-full border border-violet-400/50 px-1.5 py-0.5 text-[10px] font-semibold uppercase tracking-wide text-violet-600 dark:text-violet-300"">
                AI
              </span>","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\components\settings\Modal.tsx","34","type: ""spring""","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\AdminPuzzles.tsx","937","puzzle.category || ""tactics""","ignore_candidate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\AdminPuzzles.tsx","957","<span className=""font-medium text-emerald-600 dark:text-emerald-300"">
                            {puzzle.quality?.solveRate ?? 0}%
                          </span>","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\AdminPuzzles.tsx","958","<div> <Trans>Solve / Fail:</Trans>{"" ""}
                          <span className=""font-medium text-emerald-600 dark:text-emerald-300"">
                            {puzzle.quality?.solveRate ?? 0}%
                          </span>{"" ""}
                          /{"" ""}
                          <span className=""font-medium text-rose-600 dark:text-rose-300"">
                            {puzzle.quality?.failRate ?? 0}%
                          </span>
                        </div>","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\AdminPuzzles.tsx","961","<span className=""font-medium text-rose-600 dark:text-rose-300"">
                            {puzzle.quality?.failRate ?? 0}%
                          </span>","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\AdminPuzzles.tsx","984","puzzle.isActive !== false ? ""Active"" : ""Inactive""","ignore_candidate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\AdminPuzzles.tsx","984","puzzle.isActive !== false ? ""Active"" : ""Inactive""","ignore_candidate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\AdminPuzzles.tsx","1040","<div className=""text-sm text-gray-500 dark:text-gray-400"">
                    {rangeStart}-{rangeEnd} <Trans>of</Trans> {filteredPuzzles.length}{"" ""}
                    {t(""admin.puzzles.pagination.items"", ""puzzles"")}
                  </div>","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\AdminPuzzles.tsx","1059","<span
                            key={`dots-${i}`}
                            className=""w-9 h-9 flex items-center justify-center text-gray-400 dark:text-gray-600 text-sm select-none""
                          >
                                ...
                          </span>","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\AdminPuzzles.tsx","1120","isRecordingSolution
                        ? ""Record Solution""
                        : ""Setup Position""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\AdminPuzzles.tsx","1121","isRecordingSolution
                        ? ""Record Solution""
                        : ""Setup Position""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\AdminPuzzles.tsx","1279","solutionMoves.join("", "")","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\AdminPuzzles.tsx","1350","placeholder=""tactics / endgame / opening / mate""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\AdminPuzzles.tsx","1434","placeholder=""rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\AdminPuzzles.tsx","1446","placeholder=""Qh7+, Kf8, Qh8#""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\Learn.tsx","270","<span className=""ml-1.5 text-xs opacity-80"">({categoryCount})</span>","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\Learn.tsx","270","<span className=""ml-1.5 text-xs opacity-80"">({categoryCount})</span>","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\LearnLesson.tsx","542","borderRadius: ""10px""","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\LearnLesson.tsx","542","touchAction: ""none""","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\LearnLesson.tsx","555","navigate(""/learn"")","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\LearnLesson.tsx","576","<div className=""rounded-xl border border-cyan-400/35 bg-cyan-500/10 px-3 py-2 text-sm text-cyan-200"">
                  {t(""learn.hint"", ""Hint"")}: {currentStep.hintText}
                </div>","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\LearnLessonMN.tsx","571","borderRadius: ""10px""","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\LearnLessonMN.tsx","571","touchAction: ""none""","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\LearnLessonMN.tsx","584","navigate(""/learn"")","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\LearnLessonMN.tsx","605","<div className=""rounded-xl border border-cyan-400/35 bg-cyan-500/10 px-3 py-2 text-sm text-cyan-200"">
                  {t(""learn.hint"", ""Hint"")}: {translateLessonText(currentStep.hintText)}
                </div>","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\LearnMN.tsx","270","<span className=""ml-1.5 text-xs opacity-80"">({categoryCount})</span>","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\LearnMN.tsx","270","<span className=""ml-1.5 text-xs opacity-80"">({categoryCount})</span>","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\Login.tsx","287","alt=""NeonGambit""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\Login.tsx","348","placeholder=""********""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\Login.tsx","425","scope=""public_profile,email""","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\NotFound.tsx","15","<div className=""text-sm font-semibold uppercase tracking-[0.18em] text-brand-500"">
          404
        </div>","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\Register.tsx","160","alt=""NeonGambit""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\Register.tsx","223","placeholder=""********""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\Register.tsx","295","scope=""public_profile,email""","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\Settings.tsx","695","<button
                    type=""button""
                    onClick={() => setBlockedUsersModal(true)}
                    className=""rounded-lg bg-gray-100 px-4 py-2 text-sm font-bold text-gray-700 transition-colors hover:bg-gray-200 dark:bg-gray-800 dark:text-gray-300 dark:hover:bg-gray-700""
                  >
                    {t(""settings.actions.manage"", ""Manage"")} ({blockedUsers.length})
                  </button>","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\Settings.tsx","695","<button
                    type=""button""
                    onClick={() => setBlockedUsersModal(true)}
                    className=""rounded-lg bg-gray-100 px-4 py-2 text-sm font-bold text-gray-700 transition-colors hover:bg-gray-200 dark:bg-gray-800 dark:text-gray-300 dark:hover:bg-gray-700""
                  >
                    {t(""settings.actions.manage"", ""Manage"")} ({blockedUsers.length})
                  </button>","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\Settings.tsx","734","blockedUser.fullName?.slice(0, 2).toUpperCase() || ""U""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\UserProfile.tsx","400","error || ""User not found""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\UserProfile.tsx","455","timelineUnavailableMessage=""Timeline is only available on the player's own account.""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminAnalyze\AdminAnalysisLoadingOverlay.tsx","30","<span>{progress}%</span>","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminAnalyze\AdminAnalyze.tsx","76","error || ""Game not found""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminAnalyze\AdminReplayContent.tsx","112","orientation=""vertical""","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminBots\AdminBots.tsx","175","notification.type === ""success"" ? ""Success"" : ""Error""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminBots\AdminBots.tsx","175","notification.type === ""success"" ? ""Success"" : ""Error""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminBots\AdminBots.tsx","306","<span className=""text-sm font-medium text-gray-500 dark:text-gray-400"">
                Loading bots...
              </span>","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminBots\AdminBots.tsx","331","<th className=""px-4 py-3 text-left text-xs font-semibold text-gray-500 dark:text-gray-400 uppercase"">
                    ELO
                  </th>","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminBots\AdminBots.tsx","385","bot.quote || ""-""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminBots\AdminBots.tsx","397","bot.isActive ? ""Active"" : ""Inactive""","ignore_candidate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminBots\AdminBots.tsx","397","bot.isActive ? ""Active"" : ""Inactive""","ignore_candidate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminBots\AnalysisAiModelSelector.tsx","131","isConfigured ? ""Connected"" : ""Need Key""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminBots\AnalysisAiModelSelector.tsx","131","isConfigured ? ""Connected"" : ""Need Key""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminBots\BotFormModal.tsx","136","editingBot ? ""Edit Bot"" : ""Create New Bot""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminBots\BotFormModal.tsx","136","editingBot ? ""Edit Bot"" : ""Create New Bot""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminBots\BotFormModal.tsx","162","placeholder=""Enter bot name""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminBots\BotFormModal.tsx","180","alt=""Preview""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminBots\BotFormModal.tsx","264","placeholder=""e.g., general, historical, sports""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminBots\BotFormModal.tsx","270","<label className=""block text-sm font-medium text-gray-700 dark:text-gray-300 mb-1"">
                  Title (GM, IM, etc.)
                </label>","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminBots\BotFormModal.tsx","280","placeholder=""e.g., GM, IM, FM""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminBots\BotFormModal.tsx","298","placeholder=""Bot's signature quote...""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminBots\BotFormModal.tsx","301","<p className=""text-xs text-gray-500 text-right"">
                  {formData.quote.length}/200
                </p>","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminBots\BotFormModal.tsx","315","placeholder=""Describe this bot...""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminBots\BotFormModal.tsx","365","<label className=""block text-sm font-medium text-gray-700 dark:text-gray-300 mb-1""> <Trans>Blunder Chance:</Trans> {Math.round(formData.blunderChance * 100)}%
                </label>","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminBots\BotFormModal.tsx","425","saving ? ""Saving..."" : editingBot ? ""Update Bot"" : ""Create Bot""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminBots\BotFormModal.tsx","425","editingBot ? ""Update Bot"" : ""Create Bot""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminBots\BotFormModal.tsx","425","editingBot ? ""Update Bot"" : ""Create Bot""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminBots\DeleteConfirmModal.tsx","40","<p className=""text-gray-600 dark:text-gray-400 mb-4""> <Trans>Are you sure you want to delete</Trans>{"" ""}
            <strong className=""text-gray-900 dark:text-white"">
              {bot.name}
            </strong>
            ?
          </p>","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminBots\DeleteConfirmModal.tsx","76","deleting ? ""Deleting..."" : ""Delete Bot""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminBots\DeleteConfirmModal.tsx","76","deleting ? ""Deleting..."" : ""Delete Bot""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminCommunity\AdminCommunity.tsx","1023","<span>
                  {previewGallery.index + 1} / {previewGallery.items.length}
                </span>","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminCommunity\AdminCommunity.tsx","1080","deleteTargetPost.text.length > 140 ? ""..."" : """"","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminCommunity\AdminCommunity.tsx","1189","placeholder=""Post text...""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminCommunity\AdminCommunity.tsx","1371","placeholder=""Edit post text...""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminCommunity\AdminCommunity.tsx","1630","isRateLimitBypassBusy
                                  ? ""Saving...""
                                  : restrictionDraft.unlimitedPosts
                                    ? t(""admin.community.actions.disableUnlimitedPosting"", ""Disable unlimited posting"")
                                    : t(""admin.community.actions.enableUnlimitedPosting"", ""Enable unlimited posting"")","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminCommunity\AdminCommunity.tsx","1654","placeholder=""Optional restriction reason...""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminCommunity\AdminCommunity.tsx","1714","placeholder=""Optional rejection reason...""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminCommunity\AdminCommunity.tsx","1791","<p className=""text-xs text-gray-500 text-center""> <Trans>Showing</Trans> {(page - 1) * 8 + 1} - {Math.min(page * 8, total)} <Trans>of</Trans> {total}
              </p>","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminCommunity\components\AdminCommunityMediaPreview.tsx","66","imageItems[0].originalName || ""Community post media""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminCommunity\components\AdminCommunityMediaPreview.tsx","76","item.originalName || ""Community post image""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminCommunity\components\AdminCommunityMediaPreview.tsx","96","imageItems.length > 1 ? ""Image set"" : ""Image preview""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminCommunity\components\AdminCommunityMediaPreview.tsx","96","imageItems.length > 1 ? ""Image set"" : ""Image preview""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminCommunity\components\AdminCommunityPostCard.tsx","183","placeholder=""Edit post text...""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminCommunity\components\AdminCommunityPostCard.tsx","188","ariaLabel=""Edit post status""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminCommunity\components\AdminCommunityPostCard.tsx","198","placeholder=""Rejection reason""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminCommunity\components\AdminCommunityReviewSidebar.tsx","167","isRateLimitBypassBusy
                  ? ""Saving...""
                  : restrictionDraft.unlimitedPosts
                    ? ""Disable unlimited posting""
                    : ""Enable unlimited posting""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminCommunity\components\AdminCommunityReviewSidebar.tsx","169","restrictionDraft.unlimitedPosts
                    ? ""Disable unlimited posting""
                    : ""Enable unlimited posting""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminCommunity\components\AdminCommunityReviewSidebar.tsx","170","restrictionDraft.unlimitedPosts
                    ? ""Disable unlimited posting""
                    : ""Enable unlimited posting""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminCommunity\components\AdminCommunityReviewSidebar.tsx","187","placeholder=""Optional restriction reason...""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminCommunity\components\AdminCommunityReviewSidebar.tsx","200","isRestrictionBusy ? ""Saving..."" : ""Apply restriction""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminCommunity\components\AdminCommunityReviewSidebar.tsx","200","isRestrictionBusy ? ""Saving..."" : ""Apply restriction""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminCommunity\components\AdminCommunityReviewSidebar.tsx","230","placeholder=""Optional rejection reason...""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminCommunity\components\AdminCommunityToolbar.tsx","95","isCreateOpen ? ""Close"" : ""New Post""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminCommunity\components\AdminCommunityToolbar.tsx","95","isCreateOpen ? ""Close"" : ""New Post""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminCommunity\components\AdminCommunityToolbar.tsx","113","ariaLabel=""Status filter""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminCommunity\components\AdminCommunityToolbar.tsx","120","ariaLabel=""Media filter""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminCommunity\components\AdminCommunityToolbar.tsx","132","placeholder=""Post text...""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminCommunity\components\AdminCommunityToolbar.tsx","137","ariaLabel=""Create post status""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminCommunity\components\AdminCommunityToolbar.tsx","149","placeholder=""Rejection reason""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminCommunity\components\AdminCommunityToolbar.tsx","169","isCreating ? ""Creating..."" : ""Create Post""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminCommunity\components\AdminCommunityToolbar.tsx","169","isCreating ? ""Creating..."" : ""Create Post""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminCommunity\components\FilterDropdown.tsx","52","selected?.label || ""Select""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminCommunity\components\PreviewGalleryModal.tsx","48","<span>
              {gallery.index + 1} / {gallery.items.length}
            </span>","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminDashboard\DashboardStats.tsx","16","isLoading ? ""..."" : value === null ? ""--"" : value.toLocaleString()","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminDashboard\DashboardStats.tsx","16","value === null ? ""--"" : value.toLocaleString()","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminDashboard\DashboardUsersTable.tsx","121","user.gamesPlayed > 0
                      ? `${Math.round((user.gamesWon / user.gamesPlayed) * 100)}%`
                      : ""-""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminDashboard\DashboardUsersTable.tsx","134","deleting ? ""..."" : t(""common.confirm"")","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminEventsMn\AdminEventsMn.tsx","525","importWarnings.join("" | "")","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminEventsMn\AdminEventsMn.tsx","555","<div className=""text-center py-12 text-gray-500 dark:text-gray-400"">
            Loading...
          </div>","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminEventsMn\AdminEventsMn.tsx","623","event.startDate
                        ? new Date(event.startDate).toLocaleDateString()
                        : ""-""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminEventsMn\AdminEventsMn.tsx","743","<div className=""py-16 text-center text-gray-500 dark:text-gray-400"">
                      Loading...
                    </div>","safe_technical"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminEventsMn\AdminEventsMn.tsx","789","event.pairId || ""-""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminEventsMn\AdminEventsMn.tsx","884","placeholder=""10423""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminEventsMn\AdminEventsMn.tsx","962","placeholder=""Watch Now""","must_translate"
"C:\Users\User\OneDrive\Desktop\Diploma Code V2\ChessWebV3 - Copy\src\pages\adminEventsMn\AdminEventsMn.tsx","977","placeholder=""https://...""","must_translate"
