avg_centipawn_loss,std_centipawn_loss,median_centipawn_loss,max_centipawn_loss,cp_loss_q25,cp_loss_q75,top1_move_rate,blunder_rate,mistake_rate,cp_loss_variance,player_elo,opponent_elo,elo_diff,player_rd,game_length,time_base,won,is_computer
28.80952380952381,60.11308315533242,0.0,243.0,0.0,24.0,0.7142857142857143,0.047619047619047616,0.047619047619047616,3613.5827664399103,2114,1944,170,18.0,42,300,1.0,0
43.14705882352941,52.01421318930454,25.5,217.0,0.0,70.0,0.23529411764705882,0.029411764705882353,0.08823529411764706,2705.4783737024222,1961,2052,-91,22.2,67,300,1.0,1
53.60606060606061,81.69972344967823,21.0,363.0,5.0,57.0,0.42424242424242425,0.06060606060606061,0.12121212121212122,6674.844811753903,2052,1961,91,18.7,67,300,0.0,0
44.903225806451616,47.10616344763669,26.0,150.0,3.5,81.5,0.2903225806451613,0.0,0.12903225806451613,2218.990634755463,1978,2097,-119,29.3,62,300,1.0,1
367.38709677419354,1759.085423615193,18.0,9998.0,8.0,90.5,0.3225806451612903,0.03225806451612903,0.16129032258064516,3094381.5275754426,2097,1978,119,16.9,62,300,0.0,0
9.285714285714286,9.535112340551567,5.5,28.0,0.5,18.5,0.42857142857142855,0.0,0.0,90.9183673469388,2154,2030,124,40.8,27,900,1.0,1
2.0,3.4418242032610915,0.0,11.0,0.0,2.0,0.7692307692307693,0.0,0.0,11.846153846153847,2030,2154,-124,43.2,27,900,0.0,0
390.6923076923077,1780.55105491856,16.5,9291.0,0.5,70.5,0.38461538461538464,0.038461538461538464,0.07692307692307693,3170362.059171597,1969,2252,-283,23.3,53,300,0.0,1
20.296296296296298,39.58190272485162,8.0,205.0,0.0,28.0,0.6296296296296297,0.037037037037037035,0.0,1566.7270233196161,2252,1969,283,101.3,53,300,1.0,0
16.25,19.613452016409553,5.5,52.0,2.0,24.25,0.5,0.0,0.0,384.6875,2006,2073,-67,27.9,16,300,1.0,1
103.625,248.14659855617606,11.5,760.0,8.25,16.25,0.375,0.125,0.0,61576.734375,2073,2006,67,17.8,16,300,0.0,0
24.314285714285713,55.85223946325899,2.0,305.0,0.0,17.0,0.5714285714285714,0.02857142857142857,0.02857142857142857,3119.4726530612247,2050,1969,81,17.5,86,300,1.0,1
24.742857142857144,59.03429650013039,0.0,329.0,0.0,19.0,0.6571428571428571,0.02857142857142857,0.02857142857142857,3485.048163265307,1969,2050,-81,20.5,86,300,0.0,0
30.485714285714284,53.02633923873328,5.0,210.0,0.0,35.0,0.37142857142857144,0.02857142857142857,0.08571428571428572,2811.7926530612244,1997,2067,-70,26.1,109,300,0.0,1
26.314285714285713,40.18867745918454,9.0,202.0,0.0,39.0,0.45714285714285713,0.02857142857142857,0.02857142857142857,1615.1297959183673,2067,1997,70,16.9,109,300,1.0,0
34.285714285714285,55.41560967740378,15.0,273.0,0.5,34.5,0.2571428571428571,0.02857142857142857,0.08571428571428572,3070.8897959183673,1939,2134,-195,22.4,94,300,0.5,1
29.82857142857143,24.3269230210783,32.0,90.0,7.5,48.5,0.2571428571428571,0.0,0.0,591.7991836734694,2134,1939,195,18.5,94,300,0.5,0
45.11538461538461,60.45553160609166,32.0,258.0,0.0,60.5,0.38461538461538464,0.038461538461538464,0.07692307692307693,3654.871301775148,1989,2083,-94,21.4,52,300,0.5,1
